file,File,for loops,while loops,do-while loops,total loops,total nodes,File,for/loops,while/loops,do-while/loops,total/loops,total/nodes
thirdparty/harfbuzz/src/hb-subset-cff2.c,thirdparty/harfbuzz/src/hb-subset-cff2.c,18,34,177,229,149335,thirdparty/harfbuzz/src/hb-subset-cff2.c,28,34,177,239,145938
scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,5,3,14,22,187685,scene/resources/2d/skeleton/skeleton_modification_2d_jiggle.c,6,3,14,23,186762
thirdparty/icu4c/common/putil.c,thirdparty/icu4c/common/putil.c,0,1,6,7,10509,thirdparty/icu4c/common/putil.c,1,1,6,8,10178
editor/editor_resource_preview.c,editor/editor_resource_preview.c,8,13,41,62,143442,editor/editor_resource_preview.c,10,13,40,63,142028
scene/2d/physics/joints/pin_joint_2d.c,scene/2d/physics/joints/pin_joint_2d.c,6,0,18,24,54696,scene/2d/physics/joints/pin_joint_2d.c,8,0,18,26,54502
thirdparty/jolt_physics/jolt/physics/constraints/swingtwistconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/SwingTwistConstraint.c,0,1,14,15,82060,thirdparty/jolt_physics/Jolt/Physics/Constraints/SwingTwistConstraint.c,0,1,14,15,82060
scene/gui/code_edit.c,scene/gui/code_edit.c,34,70,202,306,600129,scene/gui/code_edit.c,34,70,202,306,600129
modules/gdscript/gdscript.c,modules/gdscript/gdscript.c,53,144,387,584,513160,modules/gdscript/gdscript.c,78,144,387,609,504436
thirdparty/jolt_physics/jolt/physics/collision/shape/mutablecompoundshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/MutableCompoundShape.c,11,4,43,58,94087,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/MutableCompoundShape.c,11,4,43,58,94087
thirdparty/libwebp/src/dec/buffer_dec.c,thirdparty/libwebp/src/dec/buffer_dec.c,1,0,0,1,4932,thirdparty/libwebp/src/dec/buffer_dec.c,3,0,0,3,4668
thirdparty/ufbx/ufbx.c,thirdparty/ufbx/ufbx.c,214,159,486,859,504646,thirdparty/ufbx/ufbx.c,205,133,360,698,430480
thirdparty/thorvg/src/renderer/tvgpaint.c,thirdparty/thorvg/src/renderer/tvgPaint.c,1,3,8,12,29811,thirdparty/thorvg/src/renderer/tvgPaint.c,5,3,8,16,29468
modules/gdscript/gdscript_analyzer.c,modules/gdscript/gdscript_analyzer.c,43,76,284,403,520839,modules/gdscript/gdscript_analyzer.c,43,76,284,403,520839
scene/gui/dialogs.c,scene/gui/dialogs.c,12,10,39,61,151828,scene/gui/dialogs.c,15,10,39,64,150759
thirdparty/basis_universal/encoder/basisu_frontend.c,thirdparty/basis_universal/encoder/basisu_frontend.c,79,91,526,696,263115,thirdparty/basis_universal/encoder/basisu_frontend.c,79,91,526,696,263115
editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,10,10,18,38,73394,editor/plugins/gizmos/collision_shape_3d_gizmo_plugin.c,13,10,18,41,71315
thirdparty/jolt_physics/jolt/physics/collision/shape/cylindershape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/CylinderShape.c,3,1,6,10,25542,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/CylinderShape.c,3,1,6,10,25542
thirdparty/libwebp/src/dsp/yuv_sse2.c,thirdparty/libwebp/src/dsp/yuv_sse2.c,0,0,25,25,137162,thirdparty/libwebp/src/dsp/yuv_sse2.c,1,0,25,26,137150
editor/plugins/particle_process_material_editor_plugin.c,editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41,77903,editor/plugins/particle_process_material_editor_plugin.c,14,9,18,41,77897
drivers/unix/dir_access_unix.c,drivers/unix/dir_access_unix.c,11,7,22,40,42071,drivers/unix/dir_access_unix.c,13,7,22,42,41805
drivers/vulkan/rendering_context_driver_vulkan.c,drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67,67640,drivers/vulkan/rendering_context_driver_vulkan.c,1,14,52,67,67623
modules/gltf/extensions/physics/gltf_physics_shape.c,modules/gltf/extensions/physics/gltf_physics_shape.c,7,0,17,24,151108,modules/gltf/extensions/physics/gltf_physics_shape.c,8,0,17,25,149437
servers/rendering/renderer_rd/effects/fsr2.c,servers/rendering/renderer_rd/effects/fsr2.c,61,10,60,131,86477,servers/rendering/renderer_rd/effects/fsr2.c,66,10,60,136,85420
scene/resources/shader.c,scene/resources/shader.c,6,14,61,81,156930,scene/resources/shader.c,13,14,61,88,154963
thirdparty/graphite/src/code.c,thirdparty/graphite/src/Code.c,2,1,3,6,19160,thirdparty/graphite/src/Code.c,3,1,3,7,19026
editor/editor_interface.c,editor/editor_interface.c,5,17,70,92,367149,editor/editor_interface.c,5,16,63,84,362099
editor/plugins/tiles/tile_set_editor.c,editor/plugins/tiles/tile_set_editor.c,23,38,63,124,153816,editor/plugins/tiles/tile_set_editor.c,31,38,60,129,147596
scene/gui/rich_text_label.c,scene/gui/rich_text_label.c,37,56,200,293,855106,scene/gui/rich_text_label.c,48,56,198,302,852316
editor/import/3d/collada.c,editor/import/3d/collada.c,8,115,414,537,456398,editor/import/3d/collada.c,28,115,414,557,449135
scene/resources/material.c,scene/resources/material.c,19,39,137,195,730012,scene/resources/material.c,23,39,137,199,726037
thirdparty/mbedtls/library/md5.c,thirdparty/mbedtls/library/md5.c,3,0,5,8,7834,thirdparty/mbedtls/library/md5.c,5,0,5,10,7774
modules/websocket/wsl_peer.c,modules/websocket/wsl_peer.c,8,6,34,48,92904,modules/websocket/wsl_peer.c,9,6,34,49,92028
modules/jolt_physics/objects/jolt_soft_body_3d.c,modules/jolt_physics/objects/jolt_soft_body_3d.c,4,12,39,55,60399,modules/jolt_physics/objects/jolt_soft_body_3d.c,7,12,39,58,59842
scene/gui/progress_bar.c,scene/gui/progress_bar.c,5,0,14,19,66218,scene/gui/progress_bar.c,6,0,14,20,65327
thirdparty/glslang/glslang/machineindependent/initialize.c,thirdparty/glslang/glslang/MachineIndependent/Initialize.c,9,18,164,191,268934,thirdparty/glslang/glslang/MachineIndependent/Initialize.c,13,18,164,195,262807
thirdparty/freetype/src/type1/type1.c,thirdparty/freetype/src/type1/type1.c,2,17,33,52,50958,thirdparty/freetype/src/type1/type1.c,4,17,33,54,49746
thirdparty/icu4c/common/lstmbe.c,thirdparty/icu4c/common/lstmbe.c,2,6,16,24,19740,thirdparty/icu4c/common/lstmbe.c,5,6,16,27,19525
editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,7,4,18,29,43700,editor/plugins/gizmos/navigation_region_3d_gizmo_plugin.c,8,4,18,30,43389
servers/rendering/renderer_rd/renderer_scene_render_rd.c,servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,43,58,112993,servers/rendering/renderer_rd/renderer_scene_render_rd.c,4,11,43,58,112993
editor/plugins/version_control_editor_plugin.c,editor/plugins/version_control_editor_plugin.c,14,30,74,118,219698,editor/plugins/version_control_editor_plugin.c,14,30,74,118,219698
thirdparty/basis_universal/encoder/basisu_basis_file.c,thirdparty/basis_universal/encoder/basisu_basis_file.c,0,1,6,7,8365,thirdparty/basis_universal/encoder/basisu_basis_file.c,2,1,6,9,8195
thirdparty/mbedtls/library/ssl_tls.c,thirdparty/mbedtls/library/ssl_tls.c,21,9,19,49,66076,thirdparty/mbedtls/library/ssl_tls.c,26,9,19,54,64650
editor/plugins/gradient_texture_2d_editor_plugin.c,editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39,79149,editor/plugins/gradient_texture_2d_editor_plugin.c,18,8,13,39,79149
scene/gui/flow_container.c,scene/gui/flow_container.c,6,4,22,32,88828,scene/gui/flow_container.c,10,4,22,36,88414
scene/2d/physics/animatable_body_2d.c,scene/2d/physics/animatable_body_2d.c,9,2,12,23,47826,scene/2d/physics/animatable_body_2d.c,13,2,12,27,47468
modules/jolt_physics/shapes/jolt_custom_ray_shape.c,modules/jolt_physics/shapes/jolt_custom_ray_shape.c,0,0,7,7,14718,modules/jolt_physics/shapes/jolt_custom_ray_shape.c,2,0,7,9,14634
thirdparty/misc/polypartition.c,thirdparty/misc/polypartition.c,10,40,116,166,79170,thirdparty/misc/polypartition.c,11,40,116,167,79020
thirdparty/embree/kernels/bvh/bvh_builder.c,thirdparty/embree/kernels/bvh/bvh_builder.c,46,47,87,180,247259,thirdparty/embree/kernels/bvh/bvh_builder.c,46,47,87,180,247259
servers/rendering/renderer_rd/storage_rd/render_data_rd.c,servers/rendering/renderer_rd/storage_rd/render_data_rd.c,3,0,4,7,12450,servers/rendering/renderer_rd/storage_rd/render_data_rd.c,5,0,4,9,11974
scene/3d/multimesh_instance_3d.c,scene/3d/multimesh_instance_3d.c,5,0,6,11,36294,scene/3d/multimesh_instance_3d.c,6,0,6,12,35997
editor/editor_undo_redo_manager.c,editor/editor_undo_redo_manager.c,4,7,37,48,116460,editor/editor_undo_redo_manager.c,4,7,37,48,116460
servers/physics_server_3d.c,servers/physics_server_3d.c,14,15,89,118,1014694,servers/physics_server_3d.c,17,15,87,119,1009924
core/extension/gdextension.c,core/extension/gdextension.c,21,44,140,205,221193,core/extension/gdextension.c,23,44,140,207,219828
scene/main/viewport.c,scene/main/viewport.c,27,79,177,283,901069,scene/main/viewport.c,27,79,177,283,901069
thirdparty/embree/common/tasking/taskschedulerinternal.c,thirdparty/embree/common/tasking/taskschedulerinternal.c,1,11,20,32,19566,thirdparty/embree/common/tasking/taskschedulerinternal.c,4,11,20,35,19406
thirdparty/vhacd/src/vhacd.c,thirdparty/vhacd/src/VHACD.c,0,8,59,67,89679,thirdparty/vhacd/src/VHACD.c,7,8,59,74,89369
thirdparty/recastnavigation/recast/source/recastmesh.c,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74,27659,thirdparty/recastnavigation/Recast/Source/RecastMesh.c,0,7,67,74,27612
modules/csg/csg.c,modules/csg/csg.c,2,4,15,21,19268,modules/csg/csg.c,3,4,15,22,18953
editor/audio_stream_preview.c,editor/audio_stream_preview.c,5,9,23,37,56612,editor/audio_stream_preview.c,8,9,23,40,55289
scene/gui/center_container.c,scene/gui/center_container.c,7,1,9,17,36115,scene/gui/center_container.c,9,1,9,19,35973
modules/navigation/3d/godot_navigation_server_3d.c,modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82,166177,modules/navigation/3d/godot_navigation_server_3d.c,16,14,52,82,166177
thirdparty/jolt_physics/jolt/physics/collision/shape/convexhullshape.c,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexHullShape.c,17,14,77,108,96719,thirdparty/jolt_physics/Jolt/Physics/Collision/Shape/ConvexHullShape.c,17,14,77,108,96719
servers/camera/camera_feed.c,servers/camera/camera_feed.c,3,0,25,28,132388,servers/camera/camera_feed.c,5,0,14,19,131339
thirdparty/glslang/glslang/machineindependent/shaderlang.c,thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,18,71,108,197,169903,thirdparty/glslang/glslang/MachineIndependent/ShaderLang.c,25,44,89,158,144753
thirdparty/jolt_physics/jolt/skeleton/skeletonpose.c,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,0,1,9,10,9079,thirdparty/jolt_physics/Jolt/Skeleton/SkeletonPose.c,1,1,9,11,8934
editor/plugins/mesh_editor_plugin.c,editor/plugins/mesh_editor_plugin.c,18,2,6,26,64859,editor/plugins/mesh_editor_plugin.c,27,2,6,35,63759
editor/import/dynamic_font_import_settings.c,editor/import/dynamic_font_import_settings.c,29,30,74,133,227534,editor/import/dynamic_font_import_settings.c,29,30,74,133,227534
platform/android/export/godot_plugin_config.c,platform/android/export/godot_plugin_config.c,3,2,23,28,23906,platform/android/export/godot_plugin_config.c,4,2,23,29,23724
core/math/basis.c,core/math/basis.c,0,3,2,5,42599,core/math/basis.c,1,3,2,6,42525
thirdparty/freetype/src/autofit/autofit.c,thirdparty/freetype/src/autofit/autofit.c,25,34,116,175,77963,thirdparty/freetype/src/autofit/autofit.c,32,34,116,182,77287
platform/linuxbsd/os_linuxbsd.c,platform/linuxbsd/os_linuxbsd.c,5,13,28,46,79359,platform/linuxbsd/os_linuxbsd.c,6,13,28,47,78102
servers/rendering/renderer_scene_cull.c,servers/rendering/renderer_scene_cull.c,32,163,426,621,474133,servers/rendering/renderer_scene_cull.c,45,163,426,634,472108
thirdparty/meshoptimizer/simplifier.c,thirdparty/meshoptimizer/simplifier.c,3,13,80,96,35674,thirdparty/meshoptimizer/simplifier.c,4,13,80,97,35616
editor/plugins/theme_editor_preview.c,editor/plugins/theme_editor_preview.c,22,9,16,47,113191,editor/plugins/theme_editor_preview.c,22,9,16,47,113191
scene/2d/physics/collision_shape_2d.c,scene/2d/physics/collision_shape_2d.c,5,3,20,28,81865,scene/2d/physics/collision_shape_2d.c,6,3,20,29,81309
thirdparty/glslang/glslang/machineindependent/intermout.c,thirdparty/glslang/glslang/MachineIndependent/intermOut.c,10,2,25,37,106831,thirdparty/glslang/glslang/MachineIndependent/intermOut.c,15,2,25,42,105514
scene/3d/xr_body_modifier_3d.c,scene/3d/xr_body_modifier_3d.c,4,4,25,33,68569,scene/3d/xr_body_modifier_3d.c,8,4,25,37,68210
scene/resources/mesh_data_tool.c,scene/resources/mesh_data_tool.c,3,6,34,43,228186,scene/resources/mesh_data_tool.c,9,6,34,49,226778
thirdparty/embree/kernels/bvh/bvh_builder_morton.c,thirdparty/embree/kernels/bvh/bvh_builder_morton.c,16,48,104,168,224464,thirdparty/embree/kernels/bvh/bvh_builder_morton.c,16,48,104,168,224464
thirdparty/vhacd/src/vhacdichull.c,thirdparty/vhacd/src/vhacdICHull.c,1,25,22,48,31008,thirdparty/vhacd/src/vhacdICHull.c,5,25,22,52,30279
thirdparty/libpng/png.c,thirdparty/libpng/png.c,7,2,35,44,41408,thirdparty/libpng/png.c,9,2,35,46,40682
scene/resources/2d/skeleton/skeleton_modification_2d.c,scene/resources/2d/skeleton/skeleton_modification_2d.c,4,1,22,27,82874,scene/resources/2d/skeleton/skeleton_modification_2d.c,6,1,22,29,82494
editor/plugins/embedded_process.c,editor/plugins/embedded_process.c,6,4,16,26,41400,editor/plugins/embedded_process.c,6,4,16,26,41400
thirdparty/embree/kernels/common/state.c,thirdparty/embree/kernels/common/state.c,2,5,29,36,179977,thirdparty/embree/kernels/common/state.c,19,5,29,53,176930
modules/gridmap/editor/grid_map_editor_plugin.c,modules/gridmap/editor/grid_map_editor_plugin.c,18,21,113,152,242150,modules/gridmap/editor/grid_map_editor_plugin.c,18,21,113,152,242150
thirdparty/icu4c/common/util.c,thirdparty/icu4c/common/util.c,0,3,7,10,9557,thirdparty/icu4c/common/util.c,2,3,7,12,9317
editor/plugins/asset_library_editor_plugin.c,editor/plugins/asset_library_editor_plugin.c,32,34,87,153,274510,editor/plugins/asset_library_editor_plugin.c,32,34,87,153,274510
thirdparty/freetype/src/cff/cff.c,thirdparty/freetype/src/cff/cff.c,23,15,45,83,58271,thirdparty/freetype/src/cff/cff.c,29,15,45,89,57385
thirdparty/embree/common/lexers/stringstream.c,thirdparty/embree/common/lexers/stringstream.c,2,2,6,10,37451,thirdparty/embree/common/lexers/stringstream.c,3,2,6,11,37367
thirdparty/jolt_physics/jolt/physics/constraints/pointconstraint.c,thirdparty/jolt_physics/Jolt/Physics/Constraints/PointConstraint.c,0,0,8,8,30587,thirdparty/jolt_physics/Jolt/Physics/Constraints/PointConstraint.c,0,0,8,8,30587
modules/fbx/register_types.c,modules/fbx/register_types.c,6,11,36,53,49433,modules/fbx/register_types.c,9,11,36,56,48903
scene/main/resource_preloader.c,scene/main/resource_preloader.c,3,9,33,45,91678,scene/main/resource_preloader.c,4,9,33,46,91227
core/math/triangle_mesh.c,core/math/triangle_mesh.c,3,25,56,84,52430,core/math/triangle_mesh.c,5,25,56,86,51607
thirdparty/freetype/src/pfr/pfr.c,thirdparty/freetype/src/pfr/pfr.c,7,8,23,38,32192,thirdparty/freetype/src/pfr/pfr.c,9,8,23,40,32003
thirdparty/libpng/pngrtran.c,thirdparty/libpng/pngrtran.c,1,17,125,143,62697,thirdparty/libpng/pngrtran.c,5,17,125,147,62358
scene/2d/light_2d.c,scene/2d/light_2d.c,7,1,12,20,152483,scene/2d/light_2d.c,9,1,12,22,151756
thirdparty/harfbuzz/src/hb-ot-math.c,thirdparty/harfbuzz/src/hb-ot-math.c,0,7,25,32,35613,thirdparty/harfbuzz/src/hb-ot-math.c,1,7,25,33,35314
thirdparty/basis_universal/encoder/basisu_backend.c,thirdparty/basis_universal/encoder/basisu_backend.c,9,22,123,154,70406,thirdparty/basis_universal/encoder/basisu_backend.c,13,22,123,158,69498
modules/gdscript/gdscript_disassembler.c,modules/gdscript/gdscript_disassembler.c,0,22,2,24,89577,modules/gdscript/gdscript_disassembler.c,0,22,2,24,89577
editor/plugins/texture_3d_editor_plugin.c,editor/plugins/texture_3d_editor_plugin.c,12,4,12,28,54281,editor/plugins/texture_3d_editor_plugin.c,14,4,12,30,53387
thirdparty/manifold/src/quickhull.c,thirdparty/manifold/src/quickhull.c,10,13,43,66,78205,thirdparty/manifold/src/quickhull.c,19,13,43,75,76959
thirdparty/embree/common/sys/sysinfo.c,thirdparty/embree/common/sys/sysinfo.c,2,0,6,8,27227,thirdparty/embree/common/sys/sysinfo.c,2,0,6,8,27227
modules/theora/video_stream_theora.c,modules/theora/video_stream_theora.c,10,5,26,41,59671,modules/theora/video_stream_theora.c,12,5,26,43,59172
scene/register_scene_types.c,scene/register_scene_types.c,93,3,41,137,1124158,scene/register_scene_types.c,137,3,41,181,1105080
thirdparty/mbedtls/library/psa_crypto_pake.c,thirdparty/mbedtls/library/psa_crypto_pake.c,1,0,0,1,3588,thirdparty/mbedtls/library/psa_crypto_pake.c,3,0,0,3,3455
scene/resources/video_stream.c,scene/resources/video_stream.c,5,2,15,22,96594,scene/resources/video_stream.c,8,2,15,25,96120
scene/resources/3d/importer_mesh.c,scene/resources/3d/importer_mesh.c,15,39,130,184,353398,scene/resources/3d/importer_mesh.c,21,39,130,190,351218
thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,18,56,178,252,174341,thirdparty/harfbuzz/src/hb-ot-shaper-arabic.c,20,56,178,254,173397
servers/rendering/renderer_rd/environment/fog.c,servers/rendering/renderer_rd/environment/fog.c,6,16,98,120,149304,servers/rendering/renderer_rd/environment/fog.c,11,16,98,125,148244
thirdparty/mbedtls/library/rsa.c,thirdparty/mbedtls/library/rsa.c,5,3,10,18,23596,thirdparty/mbedtls/library/rsa.c,7,3,10,20,22473
thirdparty/tinyexr/tinyexr.c,thirdparty/tinyexr/tinyexr.c,44,35,312,391,231931,thirdparty/tinyexr/tinyexr.c,71,35,312,418,220677
thirdparty/libvorbis/info.c,thirdparty/libvorbis/info.c,0,3,28,31,11790,thirdparty/libvorbis/info.c,3,3,28,34,11596
scene/gui/tab_container.c,scene/gui/tab_container.c,6,20,46,72,314413,scene/gui/tab_container.c,6,20,46,72,314413
editor/plugins/packed_scene_editor_plugin.c,editor/plugins/packed_scene_editor_plugin.c,15,4,12,31,50113,editor/plugins/packed_scene_editor_plugin.c,15,4,12,31,50107
core/object/script_instance.c,core/object/script_instance.c,0,0,3,3,4793,core/object/script_instance.c,1,0,3,4,4674
servers/audio_server.c,servers/audio_server.c,20,71,155,246,461353,servers/audio_server.c,29,69,147,245,457895
thirdparty/libwebp/src/dec/vp8_dec.c,thirdparty/libwebp/src/dec/vp8_dec.c,23,3,15,41,20570,thirdparty/libwebp/src/dec/vp8_dec.c,24,3,15,42,20504
thirdparty/icu4c/common/rbbinode.c,thirdparty/icu4c/common/rbbinode.c,0,2,3,5,7463,thirdparty/icu4c/common/rbbinode.c,1,2,3,6,7268
thirdparty/miniupnpc/src/minissdpc.c,thirdparty/miniupnpc/src/minissdpc.c,2,2,19,23,12789,thirdparty/miniupnpc/src/minissdpc.c,4,2,19,25,12659
modules/gdscript/gdscript_byte_codegen.c,modules/gdscript/gdscript_byte_codegen.c,32,75,176,283,326736,modules/gdscript/gdscript_byte_codegen.c,45,75,176,296,324967
thirdparty/embree/kernels/common/rtcore.c,thirdparty/embree/kernels/common/rtcore.c,0,8,12,20,74554,thirdparty/embree/kernels/common/rtcore.c,5,8,12,25,74181
scene/3d/gpu_particles_collision_3d.c,scene/3d/gpu_particles_collision_3d.c,16,10,51,77,253869,scene/3d/gpu_particles_collision_3d.c,18,10,51,79,252619
thirdparty/manifold/src/constructors.c,thirdparty/manifold/src/constructors.c,6,23,76,105,89474,thirdparty/manifold/src/constructors.c,16,23,76,115,88631
editor/export/project_export.c,editor/export/project_export.c,28,39,66,133,238681,editor/export/project_export.c,28,39,66,133,238681
modules/gdscript/gdscript_tokenizer.c,modules/gdscript/gdscript_tokenizer.c,1,12,48,61,97654,modules/gdscript/gdscript_tokenizer.c,6,12,48,66,96824
thirdparty/meshoptimizer/vertexfilter.c,thirdparty/meshoptimizer/vertexfilter.c,0,2,15,17,11872,thirdparty/meshoptimizer/vertexfilter.c,1,2,15,18,11593
thirdparty/pcre2/src/pcre2_jit_compile_32.c,thirdparty/pcre2/src/pcre2_jit_compile_32.c,58,43,125,226,317614,thirdparty/pcre2/src/pcre2_jit_compile_32.c,64,43,125,232,315585
thirdparty/rvo2/rvo2_2d/agent2d.c,thirdparty/rvo2/rvo2_2d/Agent2d.c,0,0,14,14,16586,thirdparty/rvo2/rvo2_2d/Agent2d.c,1,0,14,15,16408
thirdparty/mbedtls/library/poly1305.c,thirdparty/mbedtls/library/poly1305.c,0,0,2,2,3690,thirdparty/mbedtls/library/poly1305.c,2,0,2,4,3686
thirdparty/astcenc/astcenc_partition_tables.c,thirdparty/astcenc/astcenc_partition_tables.c,1,2,10,13,5272,thirdparty/astcenc/astcenc_partition_tables.c,3,2,10,15,5175
thirdparty/libwebp/src/mux/anim_encode.c,thirdparty/libwebp/src/mux/anim_encode.c,4,6,21,31,22552,thirdparty/libwebp/src/mux/anim_encode.c,7,6,21,34,22380
scene/2d/cpu_particles_2d.c,scene/2d/cpu_particles_2d.c,25,12,59,96,418733,scene/2d/cpu_particles_2d.c,34,12,59,105,415913
modules/multiplayer/editor/replication_editor.c,modules/multiplayer/editor/replication_editor.c,12,18,42,72,110939,modules/multiplayer/editor/replication_editor.c,19,18,41,78,110039
scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,5,11,35,51,128140,scene/resources/2d/skeleton/skeleton_modification_2d_fabrik.c,6,11,35,52,127733
thirdparty/jolt_physics/jolt/physics/physicsupdatecontext.c,thirdparty/jolt_physics/Jolt/Physics/PhysicsUpdateContext.c,0,1,11,12,4853,thirdparty/jolt_physics/Jolt/Physics/PhysicsUpdateContext.c,1,1,11,13,4589
modules/godot_physics_2d/godot_step_2d.c,modules/godot_physics_2d/godot_step_2d.c,4,2,16,22,13692,modules/godot_physics_2d/godot_step_2d.c,4,2,16,22,13692
servers/rendering/renderer_scene_render.c,servers/rendering/renderer_scene_render.c,0,0,6,6,16894,servers/rendering/renderer_scene_render.c,1,0,6,7,16872
editor/rename_dialog.c,editor/rename_dialog.c,13,10,24,47,97828,editor/rename_dialog.c,30,10,24,64,95000
editor/plugins/script_text_editor.c,editor/plugins/script_text_editor.c,41,46,147,234,371529,editor/plugins/script_text_editor.c,41,46,147,234,371529
scene/resources/style_box_flat.c,scene/resources/style_box_flat.c,5,2,17,24,180463,scene/resources/style_box_flat.c,9,2,17,28,179791
thirdparty/icu4c/common/bytestriebuilder.c,thirdparty/icu4c/common/bytestriebuilder.c,0,4,4,8,14713,thirdparty/icu4c/common/bytestriebuilder.c,1,4,4,9,14618
servers/rendering/renderer_rd/pipeline_cache_rd.c,servers/rendering/renderer_rd/pipeline_cache_rd.c,0,1,7,8,9249,servers/rendering/renderer_rd/pipeline_cache_rd.c,1,1,7,9,9105
editor/plugins/material_editor_plugin.c,editor/plugins/material_editor_plugin.c,30,6,17,53,141911,editor/plugins/material_editor_plugin.c,30,6,17,53,141911
servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,6,20,105,131,157542,servers/rendering/renderer_rd/forward_clustered/scene_shader_forward_clustered.c,11,20,105,136,155745
thirdparty/mbedtls/library/ecp_curves.c,thirdparty/mbedtls/library/ecp_curves.c,1,2,14,17,17196,thirdparty/mbedtls/library/ecp_curves.c,2,2,14,18,17116
thirdparty/mbedtls/library/sha512.c,thirdparty/mbedtls/library/sha512.c,9,0,8,17,10125,thirdparty/mbedtls/library/sha512.c,12,0,8,20,9234
core/math/geometry_2d.c,core/math/geometry_2d.c,18,32,87,137,72939,core/math/geometry_2d.c,18,32,87,137,72939
editor/plugins/editor_preview_plugins.c,editor/plugins/editor_preview_plugins.c,15,4,35,54,121227,editor/plugins/editor_preview_plugins.c,18,4,34,56,119486
thirdparty/embree/kernels/bvh/bvh.c,thirdparty/embree/kernels/bvh/bvh.c,2,31,75,108,60523,thirdparty/embree/kernels/bvh/bvh.c,2,31,75,108,60523
editor/editor_properties_vector.c,editor/editor_properties_vector.c,18,7,17,42,86408,editor/editor_properties_vector.c,18,7,17,42,86408
editor/project_manager/project_tag.c,editor/project_manager/project_tag.c,10,0,11,21,37469,editor/project_manager/project_tag.c,11,0,10,21,36883
thirdparty/jolt_physics/jolt/physics/softbody/softbodyshape.c,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyShape.c,13,4,7,24,16405,thirdparty/jolt_physics/Jolt/Physics/SoftBody/SoftBodyShape.c,15,4,7,26,16319
thirdparty/msdfgen/core/contour-combiners.c,thirdparty/msdfgen/core/contour-combiners.c,7,14,31,52,26273,thirdparty/msdfgen/core/contour-combiners.c,26,14,31,71,23850
thirdparty/icu4c/common/unames.c,thirdparty/icu4c/common/unames.c,9,13,58,80,25996,thirdparty/icu4c/common/unames.c,11,13,58,82,25880
thirdparty/amd-fsr2/ffx_fsr2.c,thirdparty/amd-fsr2/ffx_fsr2.c,8,3,18,29,27018,thirdparty/amd-fsr2/ffx_fsr2.c,14,3,18,35,24998
servers/rendering/renderer_scene_occlusion_cull.c,servers/rendering/renderer_scene_occlusion_cull.c,2,0,6,8,10837,servers/rendering/renderer_scene_occlusion_cull.c,3,0,6,9,10619
thirdparty/cvtt/convectionkernels_util.c,thirdparty/cvtt/ConvectionKernels_Util.c,0,0,3,3,638,thirdparty/cvtt/ConvectionKernels_Util.c,2,0,3,5,629
editor/gui/editor_quick_open_dialog.c,editor/gui/editor_quick_open_dialog.c,42,21,69,132,182602,editor/gui/editor_quick_open_dialog.c,42,21,69,132,182602
editor/reparent_dialog.c,editor/reparent_dialog.c,13,2,8,23,45586,editor/reparent_dialog.c,13,2,8,23,45586
scene/gui/graph_frame.c,scene/gui/graph_frame.c,9,2,4,15,107529,scene/gui/graph_frame.c,9,2,4,15,106836
modules/enet/enet_multiplayer_peer.c,modules/enet/enet_multiplayer_peer.c,11,14,36,61,123992,modules/enet/enet_multiplayer_peer.c,11,14,36,61,123992
editor/plugins/skeleton_3d_editor_plugin.c,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174,262533,editor/plugins/skeleton_3d_editor_plugin.c,23,44,107,174,262533
thirdparty/harfbuzz/src/hb-subset.c,thirdparty/harfbuzz/src/hb-subset.c,108,432,1391,1931,1416927,thirdparty/harfbuzz/src/hb-subset.c,116,355,1184,1655,1183080
editor/editor_help_search.c,editor/editor_help_search.c,39,41,126,206,243054,editor/editor_help_search.c,39,41,126,206,243054
